CaseID,Activity,Sim_Service_Time,Sim_Waiting_Time,Sim_Complete_Timestamp
Sim_1,MACHINE_1,6.227837110361998,0.0,6.227837110361998
Sim_1,MACHINE_2,1.0280254712312737,0.0,7.255862581593272
Sim_1,MACHINE_3,2.261988022542645,0.0,9.517850604135917
Sim_2,MACHINE_1,7.1982066986561986,3.5903371103619977,13.426043809018196
Sim_2,MACHINE_2,0.8409634603804867,0.0,14.267007269398682
Sim_3,MACHINE_1,7.165108881003296,10.364735809018196,20.59115269002149
Sim_2,MACHINE_3,6.912372942001929,0.0,21.179380211400613
Sim_3,MACHINE_2,0.6763522981432605,0.0,21.267504988164752
Sim_1,MACHINE_4,16.88390486361144,0.0,26.401755467747357
Sim_4,MACHINE_1,7.339957683686327,17.41958669002149,27.931110373707817
Sim_4,MACHINE_2,0.48147543693316597,0.0,28.412585810640984
Sim_1,MACHINE_5,9.04344233375156,0.0,35.44519780149892
Sim_5,MACHINE_1,8.051296275991849,24.141424373707817,35.98240664969967
Sim_3,MACHINE_3,14.874790980778483,0.0,36.14229596894324
Sim_5,MACHINE_2,0.9608618649949751,0.0,36.943268514694644
Sim_4,MACHINE_3,1.915762167984348,7.729710158302254,38.058058136927585
Sim_6,MACHINE_1,7.949330314872922,31.45049464969967,43.93173696457259
Sim_2,MACHINE_4,18.094783833619882,5.222375256346744,44.496539301367235
Sim_6,MACHINE_2,0.6871854127764737,0.0,44.618922377349065
Sim_5,MACHINE_3,6.607543673456093,1.1147896222329408,44.66560181038368
Sim_2,MACHINE_5,6.448672226181276,0.0,50.94521152754851
Sim_7,MACHINE_1,7.667041345639687,37.866956964572594,51.59877831021228
Sim_7,MACHINE_2,0.8291009360482129,0.0,52.427879246260495
Sim_8,MACHINE_1,5.320857120453404,45.31423931021228,56.919635430665686
Sim_8,MACHINE_2,0.9031315647606503,0.0,57.822766995426335
Sim_3,MACHINE_4,14.482770824251393,8.354243332423998,58.979310125618625
Sim_9,MACHINE_1,6.634043556351216,48.57937743066569,63.5536789870169
Sim_9,MACHINE_2,0.6052354775768487,0.0,64.15891446459375
Sim_6,MACHINE_3,21.63978371112198,0.04667943303461186,66.30538552150566
Sim_3,MACHINE_5,9.019701816331732,0.0,67.99901194195036
Sim_7,MACHINE_3,2.3875774472988383,13.87750627524516,68.6929629688045
Sim_10,MACHINE_1,5.781160702306255,55.084173987016904,69.33483968932316
Sim_10,MACHINE_2,0.8861295953729926,0.0,70.22096928469615
Sim_11,MACHINE_1,4.822710717972134,59.05528768932316,74.15755040729529
Sim_11,MACHINE_2,1.0246398279587514,0.0,75.18219023525404
Sim_8,MACHINE_3,6.673938792414204,10.87019597337816,75.3669017612187
Sim_4,MACHINE_4,18.347787075828876,20.92125198869104,77.3270972014475
Sim_12,MACHINE_1,8.331203275184084,61.00551740729529,82.48875368247937
Sim_4,MACHINE_5,5.892684133803689,0.0,83.21978133525118
Sim_12,MACHINE_2,0.89173848552915,0.0,83.38049216800852
Sim_13,MACHINE_1,4.796302412447611,66.75715468247937,87.28505609492699
Sim_13,MACHINE_2,1.1401820008192103,0.0,88.4252380957462
Sim_9,MACHINE_3,13.208074008792059,11.20798729662495,88.57497577001075
Sim_10,MACHINE_3,1.5891666335172083,18.3540064853146,90.16414240352796
Sim_14,MACHINE_1,7.152374847676894,69.20106409492699,94.43743094260388
Sim_14,MACHINE_2,0.8933809612364242,0.0,95.3308119038403
Sim_5,MACHINE_4,18.041285663041464,32.66149539106382,95.36838286448896
Sim_15,MACHINE_1,4.730885416608949,76.15116594260388,99.16831635921284
Sim_15,MACHINE_2,0.9782417015455326,0.0,100.14655806075837
Sim_16,MACHINE_1,5.610919447988133,77.28578335921284,104.77923580720098
Sim_5,MACHINE_5,9.680967227753793,0.0,105.04935009224276
Sim_16,MACHINE_2,0.9941380455237702,0.0,105.77337385272475
Sim_6,MACHINE_4,11.53656286025043,29.06299734298331,106.90494572473939
Sim_17,MACHINE_1,5.905539999060546,82.63744980720098,110.68477580626153
Sim_17,MACHINE_2,0.9949679284974501,0.0,111.67974373475897
Sim_6,MACHINE_5,7.968776273576529,0.0,114.87372199831592
Sim_18,MACHINE_1,4.824095046692359,86.80047980626154,115.50887085295389
Sim_18,MACHINE_2,0.7568105338614571,0.0,116.26568138681534
Sim_19,MACHINE_1,4.4076329115521125,89.82975885295389,119.916503764506
Sim_19,MACHINE_2,0.9717017483212581,0.0,120.88820551282726
Sim_7,MACHINE_4,14.428354474440964,38.2119827559349,121.33330019918036
Sim_20,MACHINE_1,5.131411454235514,92.340011764506,125.04791521874152
Sim_20,MACHINE_2,1.1260780076170767,0.0,126.1739932263586
Sim_7,MACHINE_5,9.21490953372189,0.0,130.54820973290225
